subject_id,ssim,psnr,mae,lpips,emd
sub-stroke0092-00000,0.8256928020172027,10.40945841581097,0.09601818025112152,0.38735494017601013,0.09416043169611044
sub-stroke0092-00001,0.8137793119909227,11.331575160792278,0.07966278493404388,0.39314109086990356,0.07601144848994323
sub-stroke0092-00002,0.8768723865943022,12.522293296920001,0.06083661690354347,0.33669713139533997,0.0578720992144639
sub-stroke0092-00003,0.8372134899823068,14.122248771760788,0.04594247788190842,0.34204792976379395,0.03939316711817753
sub-stroke0092-00004,0.8728925227483605,16.706579281610306,0.028367944061756134,0.26905882358551025,0.021688543730370213
sub-stroke0092-00005,0.8562199965591053,20.50666103568779,0.017286652699112892,0.23399020731449127,0.008465516418397101
sub-stroke0092-00006,0.8435225354275487,23.544427609078326,0.016636868938803673,0.22118839621543884,0.011375756785035662
sub-stroke0092-00007,0.8791342825026568,25.518389629233162,0.01363310031592846,0.1540331244468689,0.010173842772061903
sub-stroke0092-00008,0.8469702709495381,27.771581123776095,0.012263519689440727,0.13941729068756104,0.007708860162779274
sub-stroke0092-00009,0.8909883813114184,28.551362247780254,0.010683844797313213,0.1126508042216301,0.005265718469949832
sub-stroke0092-00010,0.8853838627629216,28.070075625911105,0.011448460631072521,0.11712487041950226,0.006353580294195638
sub-stroke0092-00011,0.8346843139527542,26.89543943817275,0.014894433319568634,0.13919711112976074,0.009528366123745968
sub-stroke0092-00012,0.8428789049014452,26.39294012265069,0.015132351778447628,0.17146340012550354,0.008358884811485723
sub-stroke0092-00013,0.8170010077304912,25.621998887846992,0.019411692395806313,0.1636875569820404,0.013258990824716932
sub-stroke0092-00014,0.7988560612611114,27.43763997450596,0.016358081251382828,0.1585848331451416,0.00841118349228509
sub-stroke0092-00015,0.8008110747470073,25.04392089316342,0.023366473615169525,0.15737682580947876,0.017003497632444464
sub-stroke0092-00016,0.7923085985535314,22.42167689950623,0.03330191969871521,0.14272716641426086,0.027197804613798837
sub-stroke0092-00017,0.7934679247532552,22.91512200962415,0.032142311334609985,0.13978342711925507,0.024137968711229973
sub-stroke0092-00018,0.772956855425816,25.023570131587753,0.023601099848747253,0.13756035268306732,0.010153498129604088
sub-stroke0092-00019,0.8088091219348211,23.75467015193362,0.02828620746731758,0.12841224670410156,0.015218338758550942
sub-stroke0092-00020,0.8056469414383974,24.080408951112027,0.027932023629546165,0.11888138949871063,0.016029807001473273
sub-stroke0092-00021,0.8113729389913164,24.45800265266339,0.023703482002019882,0.12447984516620636,0.007294240099795957
sub-stroke0092-00022,0.8117924361393113,23.66052846918413,0.03044714964926243,0.12306835502386093,0.023973592577412717
sub-stroke0092-00023,0.7940551978797853,22.557418648231376,0.03364144265651703,0.12389476597309113,0.02641667548604687
sub-stroke0092-00024,0.78637575203957,21.670581719869773,0.03995750844478607,0.11886237561702728,0.0349255746750714
sub-stroke0092-00025,0.8143427510918257,24.783225289096393,0.025178439915180206,0.10929381847381592,0.015577967765317169
sub-stroke0092-00026,0.8187943319094617,25.147108174012885,0.02455330640077591,0.10932531207799911,0.015800027855142673
sub-stroke0092-00027,0.8378792774491831,26.63770544436341,0.021980075165629387,0.1018083244562149,0.015675144325783208
sub-stroke0092-00028,0.8186883369245376,25.74864164778436,0.024145686998963356,0.10219800472259521,0.01641636269812352
sub-stroke0092-00029,0.8263304092745622,25.226173088580204,0.024294985458254814,0.10933826863765717,0.016749843492711136
sub-stroke0092-00030,0.8062200512926319,24.90080605805534,0.025058824568986893,0.09754746407270432,0.015532551018935692
sub-stroke0092-00031,0.7922552193311874,23.492126379257073,0.031932517886161804,0.10934635996818542,0.026060218670608037
sub-stroke0092-00032,0.8021143924738765,23.094409258629625,0.034006278961896896,0.114217109978199,0.028526397674944803
sub-stroke0092-00033,0.8259472857998337,20.612601709700435,0.045416560024023056,0.10796375572681427,0.04159887266605722
sub-stroke0092-00034,0.8050870038668956,20.67738397617573,0.04538910090923309,0.11632278561592102,0.04149289900806252
sub-stroke0092-00035,0.7699055190323507,18.65260219887774,0.05848885700106621,0.13862282037734985,0.05640360781295328
sub-stroke0092-00036,0.7551011237807899,18.978709115044488,0.05636124685406685,0.16172689199447632,0.054190425170325796
sub-stroke0092-00037,0.7940804438969489,22.534802092587853,0.0368240661919117,0.13961578905582428,0.032562017731130766
sub-stroke0092-00038,0.8139620280475649,27.27785539082689,0.01911531388759613,0.10987994074821472,0.01580756682133
sub-stroke0092-00039,0.7839896668212649,24.195686012905774,0.03088187426328659,0.10382045805454254,0.029103118717628718
sub-stroke0092-00040,0.830631778533585,24.34156591254324,0.027821918949484825,0.09593058377504349,0.025718960539691693
sub-stroke0092-00041,0.8049685612235722,25.570940011569622,0.020929735153913498,0.10087180137634277,0.01472927966709392
sub-stroke0092-00042,0.7887709102467764,26.325474547491567,0.01932666264474392,0.12388285994529724,0.010375318433020198
sub-stroke0092-00043,0.8054183180044163,23.05801368262919,0.031157609075307846,0.12171605229377747,0.024555160622632854
sub-stroke0092-00044,0.7610498933925154,25.989937587887283,0.0202182549983263,0.12499509006738663,0.012200868015796118
sub-stroke0092-00045,0.7196890039721462,25.007780739622532,0.026229022070765495,0.12034912407398224,0.020725804734823328
sub-stroke0092-00046,0.7474390749579174,26.593343811415156,0.01971818506717682,0.12011586129665375,0.013898303942440293
sub-stroke0092-00047,0.5778916727992958,24.312001724082315,0.028230436146259308,0.1369924247264862,0.026462212845217437
sub-stroke0092-00048,0.49776173105802823,24.886820265291295,0.026092231273651123,0.13793110847473145,0.020088884719562827
sub-stroke0092-00049,0.7842282631669824,24.12299745676419,0.026190366595983505,0.1221938207745552,0.020013247781527355
sub-stroke0092-00050,0.7643518416996359,24.063875101759375,0.025965435430407524,0.1207205206155777,0.020731847273623316
sub-stroke0092-00051,0.7560929157204713,25.744595479617956,0.020191924646496773,0.11136233806610107,0.014010500492474876
sub-stroke0092-00052,0.7677846997926098,24.667077018086196,0.022648412734270096,0.1189468652009964,0.01843351511272573
sub-stroke0092-00053,0.6478653729677354,24.062916789602458,0.0253249853849411,0.19930052757263184,0.02153099065920827
sub-stroke0092-00054,0.7983954681754675,22.715776455821015,0.023467957973480225,0.2357150763273239,0.01686826214112358
sub-stroke0092-00055,0.7828678384778236,19.270937883716552,0.025056546553969383,0.29012781381607056,0.012403720110718552
sub-stroke0092-00056,0.8548481187349558,20.430341565550552,0.023704079911112785,0.20504871010780334,0.009793090793351666
sub-stroke0092-00057,0.8137968072869564,16.495725640090612,0.03746044635772705,0.22022338211536407,0.010695812723959364
sub-stroke0092-00058,0.785537947403871,11.792345772030226,0.08457749336957932,0.4273774027824402,0.05082421373602841
sub-stroke0092-00059,0.7626171703078027,10.68282566480638,0.10300759971141815,0.4690595269203186,0.06991696810446513
sub-stroke0092-00060,0.7637376578742144,9.807413112050554,0.11936508119106293,0.5081865787506104,0.0915039660933985
sub-stroke0092-00061,0.7506999165366901,9.188415616464201,0.1313961297273636,0.5532494783401489,0.11746263706515947
sub-stroke0092-00062,0.7280322095340857,8.557628441098366,0.14850924909114838,0.6001116037368774,0.13881722264851248
sub-stroke0092-00063,0.7523281850364737,8.024081207828917,0.1637166291475296,0.6253125667572021,0.1613222610863616
sub-stroke0092-00064,0.7161677000940219,7.52792671404272,0.18332694470882416,0.6642683744430542,0.18090287776423253
sub-stroke0092-00065,0.6872899156038547,7.075762670787158,0.2029520571231842,0.692165732383728,0.20022128260450245
sub-stroke0092-00066,0.795015920110798,11.924713797978335,0.07738683372735977,0.3554726243019104,0.03991196566077093
sub-stroke0092-00067,0.6500551711407639,6.289604505916872,0.2418331354856491,0.737302839756012,0.23911803025668377
sub-stroke0092-00068,0.6398559859384092,5.940701129180156,0.2611311376094818,0.7541564106941223,0.2584758685909634
sub-stroke0093-00000,0.8746095516182607,12.165942517300191,0.06403838843107224,0.3873830735683441,0.06267454870302913
sub-stroke0093-00001,0.8892163839467714,12.613469760203715,0.057850196957588196,0.3500531017780304,0.056276688029385014
sub-stroke0093-00002,0.8719379768032884,13.069466182468073,0.053358789533376694,0.3378913998603821,0.049894744393292
sub-stroke0093-00003,0.8610924892173177,13.61747021809691,0.048552870750427246,0.320381224155426,0.045112998971895024
sub-stroke0093-00004,0.7595263327897365,14.080468267942518,0.048775769770145416,0.3533382713794708,0.03824624467659987
sub-stroke0093-00005,0.8430716849472243,14.600076226930765,0.04384244978427887,0.3257966637611389,0.03095421891543282
sub-stroke0093-00006,0.8350686481991282,16.42464361714338,0.036213651299476624,0.31877729296684265,0.02243239486965365
sub-stroke0093-00007,0.8468600069769586,18.760761000303546,0.027625950053334236,0.2879541218280792,0.011616187319923199
sub-stroke0093-00008,0.8556823410869341,20.546068619197708,0.02159346081316471,0.2787066400051117,0.0107235780814392
sub-stroke0093-00009,0.8064928537298345,22.85593954988553,0.0208942499011755,0.257533997297287,0.007678103386304258
sub-stroke0093-00010,0.7433903795878375,24.58615446101036,0.019459504634141922,0.23662322759628296,0.008139756550100685
sub-stroke0093-00011,0.7487718994571636,26.84961971587156,0.01570536382496357,0.20662665367126465,0.005831669994421418
sub-stroke0093-00012,0.7915568438609691,26.55885264790477,0.016291001811623573,0.16566385328769684,0.008469765215920688
sub-stroke0093-00013,0.7781909508727394,25.797225325479417,0.018614226952195168,0.13030385971069336,0.010196282304818283
sub-stroke0093-00014,0.7375709688084084,27.010571821454526,0.017859244719147682,0.15079647302627563,0.0064912685843907525
sub-stroke0093-00015,0.7780565584991893,27.208337686225942,0.017246080562472343,0.14265863597393036,0.00765686072727334
sub-stroke0093-00016,0.7784071766161165,25.50034689963603,0.021374154835939407,0.1435435265302658,0.012685259994697162
sub-stroke0093-00017,0.7485287431171246,24.462519288429526,0.02475992776453495,0.15047472715377808,0.016841754196384784
sub-stroke0093-00018,0.7641102545668274,23.795608823958112,0.026702463626861572,0.14862143993377686,0.018027930510754686
sub-stroke0093-00019,0.7803915089925192,22.222645778487585,0.03197506442666054,0.1439426839351654,0.02291409414972634
sub-stroke0093-00020,0.707937865151628,22.085166120720498,0.034266337752342224,0.15877659618854523,0.027035223982970535
sub-stroke0093-00021,0.7562856616563418,22.315276255433925,0.03207487612962723,0.15783825516700745,0.026293168141897638
sub-stroke0093-00022,0.7425209086763254,21.948722437475887,0.033795349299907684,0.16588377952575684,0.02737145587470735
sub-stroke0093-00023,0.7805450251670732,22.396617182986898,0.032012760639190674,0.13729216158390045,0.024596271244590184
sub-stroke0093-00024,0.7786323198979276,25.157855551001983,0.02316337823867798,0.12239870429039001,0.011077701678608776
sub-stroke0093-00025,0.7607727894157802,23.64903873222101,0.027820663526654243,0.115226611495018,0.01899342292796291
sub-stroke0093-00026,0.8051458183977643,24.585482262984804,0.023746028542518616,0.11333300173282623,0.009473494170379126
sub-stroke0093-00027,0.7208936416175885,23.01594591287621,0.029828600585460663,0.1457074135541916,0.017758598686768323
sub-stroke0093-00028,0.7654211666757486,24.670760600487807,0.023818012326955795,0.12461688369512558,0.012246225887736273
sub-stroke0093-00029,0.7184545595475702,23.27446586324502,0.029558071866631508,0.13339164853096008,0.02508934009966879
sub-stroke0093-00030,0.7549169892744956,23.48431600693774,0.027258960530161858,0.12302369624376297,0.016390034893738914
sub-stroke0093-00031,0.6769462928007077,25.17166617470164,0.02460925653576851,0.13255205750465393,0.015566000157043902
sub-stroke0093-00032,0.5937140563198652,23.439251561418672,0.031229836866259575,0.14562657475471497,0.023112998051949774
sub-stroke0093-00033,0.6795305160336043,23.09141832758671,0.03103356622159481,0.13435706496238708,0.023601757129952716
sub-stroke0093-00034,0.6454010477640607,22.86361418863667,0.03204106539487839,0.1319696605205536,0.023775228068977583
sub-stroke0093-00035,0.6836841185115253,22.80846212283403,0.03237023949623108,0.1261940449476242,0.029722627605337948
sub-stroke0093-00036,0.6045373803504598,19.439650890861436,0.05193966627120972,0.15016819536685944,0.051612946552204164
sub-stroke0093-00037,0.6673224716455058,16.55723819265645,0.07163061201572418,0.15364158153533936,0.07143770337381028
sub-stroke0093-00038,0.5927060044942377,18.233569055838604,0.05982888117432594,0.14455366134643555,0.059456322681448626
sub-stroke0093-00039,0.4823852729825976,21.312173536285105,0.04231759160757065,0.1474127471446991,0.04130931363695112
sub-stroke0093-00040,0.5449212830645553,20.788526709262744,0.043204937130212784,0.14191775023937225,0.04246999845031496
sub-stroke0093-00041,0.41553318735922223,23.538426573413503,0.03279820457100868,0.1495174765586853,0.02686953185462926
sub-stroke0093-00042,0.5389241523977928,20.48010206345407,0.04421806335449219,0.17439624667167664,0.04319625610853706
sub-stroke0093-00043,0.44334142258823234,13.508191932952231,0.1000451147556305,0.23028497397899628,0.09963618438399635
sub-stroke0093-00044,0.38680306014148147,14.216302983113069,0.09276111423969269,0.2677135169506073,0.09179627898747356
sub-stroke0093-00045,0.2705448772262848,14.983807057762393,0.08872424811124802,0.30202728509902954,0.08576199667834317
sub-stroke0093-00046,0.3095829473799451,14.61196224084995,0.08928241580724716,0.3223845660686493,0.08134041821251259
sub-stroke0093-00047,0.34751556934158356,13.941640384560595,0.09295230358839035,0.35675501823425293,0.07745487195145273
sub-stroke0093-00048,0.569333194493676,12.573787522048976,0.10247258841991425,0.37988346815109253,0.07638029338359331
sub-stroke0093-00049,0.5861246796961391,13.709038345386704,0.08614257723093033,0.3894991874694824,0.05652831009986414
sub-stroke0093-00050,0.7194414673783518,14.374038372724618,0.06926994025707245,0.37866854667663574,0.04116492163969809
sub-stroke0093-00051,0.7427670686134697,12.537731520576884,0.09317304193973541,0.3869141936302185,0.0487389667418654
sub-stroke0093-00052,0.7370451006157582,12.063834928478283,0.0978299006819725,0.39611953496932983,0.04602086741553535
sub-stroke0093-00053,0.6991504476897706,11.800954155788927,0.09993627667427063,0.4232107996940613,0.044689761996046684
sub-stroke0093-00054,0.4294979923064654,11.314860596468879,0.11046639829874039,0.4919471740722656,0.045408301192516376
sub-stroke0093-00055,0.5265629381320963,11.075927086611745,0.10935705155134201,0.49982115626335144,0.04370966816959054
sub-stroke0093-00056,0.7354455362358019,11.108111617473451,0.09959328174591064,0.489391028881073,0.0553871898058631
sub-stroke0093-00057,0.7389987372542303,10.746603066166,0.10396178811788559,0.5090312957763672,0.06712347257295193
sub-stroke0093-00058,0.7254851830688988,10.336378428998117,0.11142883449792862,0.5295582413673401,0.07585874030429096
sub-stroke0093-00059,0.7236353598320989,9.806913279934848,0.12415837496519089,0.5382177233695984,0.07590804704823739
sub-stroke0093-00060,0.7429447429275442,9.54088527453411,0.12684325873851776,0.557470440864563,0.09192756188944884
sub-stroke0093-00061,0.7309225235828606,9.340841694316493,0.1299869269132614,0.577817440032959,0.10649617511809595
sub-stroke0093-00062,0.682374173693981,9.117055365354238,0.13535833358764648,0.60826575756073,0.1202302223881162
sub-stroke0093-00063,0.7255661278779755,8.893788825544322,0.13903658092021942,0.6156442761421204,0.13314478281563424
sub-stroke0093-00064,0.7263150325003147,8.636521459425087,0.14593829214572906,0.63922518491745,0.14257680884131219
sub-stroke0093-00065,0.7317712497770679,8.395101696623563,0.15215681493282318,0.6518946886062622,0.14869301015244218
sub-stroke0093-00066,0.7343626846218294,8.174263881492365,0.15817229449748993,0.7029392123222351,0.15582054007789736
sub-stroke0093-00067,0.7433176405356885,7.950785328395112,0.16514647006988525,0.6968697309494019,0.16288649631165697
sub-stroke0093-00068,0.7460701610537123,7.7330179200893445,0.17306716740131378,0.693266749382019,0.17095929329673254
sub-stroke0094-00000,0.7669663351847189,8.389870505238672,0.1487971842288971,0.5083709955215454,0.1463811538559341
sub-stroke0094-00001,0.7858579840445806,8.673861838290915,0.13936881721019745,0.4948686957359314,0.13714785115924855
sub-stroke0094-00002,0.8006025688974033,8.97872970933581,0.1300327628850937,0.4799940884113312,0.12799898043305546
sub-stroke0094-00003,0.7924572943752014,9.311220072286233,0.1211712434887886,0.4727373719215393,0.11903285616590153
sub-stroke0094-00004,0.8102217113868184,9.66233088564943,0.11203213036060333,0.45374298095703125,0.11007732327352926
sub-stroke0094-00005,0.8082356196023581,10.021820930275426,0.10457471013069153,0.45415619015693665,0.10247437734864917
sub-stroke0094-00006,0.8087398363852252,10.375872717032486,0.09861145168542862,0.4677993357181549,0.09597604809950155
sub-stroke0094-00007,0.7791566806102153,10.761858299170438,0.09377220273017883,0.44435444474220276,0.0911744962762242
sub-stroke0094-00008,0.7689571072013139,11.352291605761678,0.08304587751626968,0.3955387771129608,0.07677408884683956
sub-stroke0094-00009,0.7414187827042767,11.925285399112692,0.0755326896905899,0.3865263760089874,0.06870392482110077
sub-stroke0094-00010,0.7833064315429059,12.637018783483354,0.06542059034109116,0.36085328459739685,0.05883645488300715
sub-stroke0094-00011,0.80987764117571,16.002320242128757,0.04343860223889351,0.3184231221675873,0.03569742923005492
sub-stroke0094-00012,0.7878777337653422,18.88420922726795,0.03229968622326851,0.28973543643951416,0.020677874076440617
sub-stroke0094-00013,0.7917203919332145,18.723463891328688,0.03153901919722557,0.3202761113643646,0.026607499193801232
sub-stroke0094-00014,0.7671685342271823,17.85211770351722,0.03894102945923805,0.318187415599823,0.035767439944628165
sub-stroke0094-00015,0.7595206182795247,19.156386395561867,0.0393877848982811,0.3542167544364929,0.03658076356113327
sub-stroke0094-00016,0.7866095320182206,22.80675394693345,0.02736242115497589,0.2132999449968338,0.02189283242817197
sub-stroke0094-00017,0.7482675553388933,21.647044489240006,0.03353870287537575,0.19730892777442932,0.027712235527118878
sub-stroke0094-00018,0.7701025718295453,25.821640747979483,0.0208587646484375,0.14391952753067017,0.01337525671172557
sub-stroke0094-00019,0.7665556062538162,27.15483099139709,0.018041571602225304,0.17284837365150452,0.009148153056059982
sub-stroke0094-00020,0.7327891243474902,24.88922736968561,0.024563120678067207,0.17982026934623718,0.017907655649352705
sub-stroke0094-00021,0.7636934207173104,21.35345272851859,0.03758048266172409,0.1726447343826294,0.0330646000887711
sub-stroke0094-00022,0.7483856329847521,20.786644682347113,0.040481388568878174,0.17125436663627625,0.033888993388892175
sub-stroke0094-00023,0.6774611324191246,20.4838702457683,0.04376424476504326,0.20307882130146027,0.03739899386846446
sub-stroke0094-00024,0.6918718474923057,19.383378527346082,0.0491437166929245,0.22080662846565247,0.041936897929602424
sub-stroke0094-00025,0.7505135885508403,25.05234909374565,0.02534892037510872,0.1875443309545517,0.014708575195804485
sub-stroke0094-00026,0.7709036314750957,25.104220715247394,0.023381730541586876,0.17844882607460022,0.011246027233326572
sub-stroke0094-00027,0.7330658973455001,24.12517004835688,0.026492372155189514,0.17240656912326813,0.016043031308008437
sub-stroke0094-00028,0.735547900993829,25.574164737325145,0.022629862651228905,0.1679125428199768,0.011376055968483456
sub-stroke0094-00029,0.6403212764644223,24.156359291388906,0.027647370472550392,0.17987826466560364,0.01878255265343398
sub-stroke0094-00030,0.6779088335692576,24.520964658429317,0.025666898116469383,0.20082148909568787,0.012783574077396054
sub-stroke0094-00031,0.7621072656348995,24.453209975690193,0.023587752133607864,0.18890565633773804,0.01349648906125367
sub-stroke0094-00032,0.7405669966702201,24.100390093780447,0.02453344129025936,0.2016722410917282,0.01206156444455786
sub-stroke0094-00033,0.7826320438780522,23.894112361533743,0.023614203557372093,0.18759019672870636,0.010994406451416694
sub-stroke0094-00034,0.7635074527368789,23.33905644847576,0.0272779893130064,0.19735613465309143,0.020934999359752737
sub-stroke0094-00035,0.7092990370511943,21.739724585958015,0.03438176214694977,0.23095081746578217,0.02982064127365902
sub-stroke0094-00036,0.6717445919161166,22.590434548514537,0.029429836198687553,0.22519242763519287,0.023245658440743
sub-stroke0094-00037,0.6166885214950701,22.975398796354746,0.02675745263695717,0.21619461476802826,0.016936058973662682
sub-stroke0094-00038,0.6930806350036176,19.582621688280927,0.04608220234513283,0.25609010457992554,0.04307424620038347
sub-stroke0094-00039,0.44484246365400304,20.858130235317105,0.03687594458460808,0.2626434862613678,0.030826524218312557
sub-stroke0094-00040,0.4712324033382105,18.808041795218934,0.05171012505888939,0.32660654187202454,0.04880760182745547
sub-stroke0094-00041,0.5282119259434712,22.082786666114767,0.026131125167012215,0.218095064163208,0.01799250579568934
sub-stroke0094-00042,0.700071018830384,21.552240736587486,0.025533635169267654,0.19879600405693054,0.018151855158009766
sub-stroke0094-00043,0.7243123286659361,21.344583254256783,0.024055510759353638,0.19255506992340088,0.015342801882965773
sub-stroke0094-00044,0.729454692008007,20.900211245681867,0.025421142578125,0.20801451802253723,0.01702689342464936
